   Point ID     ,  Hz.(� ' "),  V.(� ' "),Slope Dist.(m),Refl.Ht.(m),Inst.Ht.(m),Easting(m),  Northing(m),  Height(m)
101             ,    7 07 05 ,   95 31 20,     14.344,      0.000,      0.000,        1.769,       14.167,     -1.380
102             ,   10 47 36 ,   99 00 29,      8.858,      0.000,      0.000,        1.638,        8.594,     -1.387
103             ,   22 19 09 ,  113 41 40,      3.384,      0.000,      0.000,        1.177,        2.866,     -1.360
104             ,  111 10 44 ,  136 32 58,      1.921,      0.000,      0.000,        1.232,       -0.477,     -1.394
105             ,  145 19 35 ,  121 26 38,      2.643,      0.000,      0.000,        1.283,       -1.854,     -1.379
106             ,  104 46 15 ,  100 38 43,      7.810,      0.000,      0.000,        7.422,       -1.957,     -1.443
107             ,   76 39 55 ,  100 34 07,      7.785,      0.000,      0.000,        7.446,        1.765,     -1.428
108             ,   58 14 29 ,   98 42 04,      9.174,      0.000,      0.000,        7.711,        4.773,     -1.388
109             ,   47 04 00 ,   96 47 35,     12.265,      0.000,      0.000,        8.917,        8.296,     -1.451
110             ,   40 33 01 ,   95 03 40,     16.714,      0.000,      0.000,       10.824,       12.650,     -1.474
111             ,   37 01 38 ,   94 12 54,     20.319,      0.000,      0.000,       12.203,       16.178,     -1.493
112             ,   48 32 52 ,   93 23 47,     26.030,      0.000,      0.000,       19.475,       17.201,     -1.542
113             ,   53 49 45 ,   93 46 38,     23.819,      0.000,      0.000,       19.187,       14.027,     -1.569
114             ,   64 41 08 ,   94 25 50,     20.525,      0.000,      0.000,       18.499,        8.750,     -1.586
115             ,   74 27 12 ,   95 05 56,     17.306,      0.000,      0.000,       16.607,        4.620,     -1.538
116             ,   88 56 03 ,   95 23 13,     16.573,      0.000,      0.000,       16.497,        0.307,     -1.556
117             ,   96 42 08 ,   95 01 34,     18.137,      0.000,      0.000,       17.944,       -2.109,     -1.589
118             ,   95 12 42 ,   93 27 00,     27.267,      0.000,      0.000,       27.105,       -2.472,     -1.641
119             ,   90 13 21 ,   93 28 41,     26.832,      0.000,      0.000,       26.783,       -0.104,     -1.628
120             ,   83 56 25 ,   93 26 45,     27.224,      0.000,      0.000,       27.022,        2.869,     -1.636
121             ,   77 47 31 ,   93 18 34,     27.370,      0.000,      0.000,       26.707,        5.778,     -1.580
122             ,   71 05 00 ,   93 13 13,     28.689,      0.000,      0.000,       27.096,        9.286,     -1.612
123             ,   64 09 08 ,   93 02 42,     30.069,      0.000,      0.000,       27.023,       13.091,     -1.597
124             ,   58 38 42 ,   92 55 33,     31.734,      0.000,      0.000,       27.064,       16.491,     -1.620
125             ,   96 03 37 ,   93 30 09,     26.999,      0.000,      0.000,       26.798,       -2.845,     -1.649
126             ,   97 37 22 ,   95 13 27,     19.406,      0.000,      0.000,       19.154,       -2.564,     -1.767
127             ,  102 37 28 ,   98 38 16,     12.123,      0.000,      0.000,       11.695,       -2.619,     -1.821
128             ,  115 15 20 ,  106 43 56,      6.553,      0.000,      0.000,        5.676,       -2.678,     -1.887
129             ,  135 22 31 ,  116 34 27,      4.548,      0.000,      0.000,        2.857,       -2.895,     -2.035
130             ,  177 16 44 ,  125 19 08,      3.645,      0.000,      0.000,        0.141,       -2.971,     -2.107
131             ,  202 14 25 ,  122 50 00,      3.863,      0.000,      0.000,       -1.229,       -3.005,     -2.095
132             ,  191 07 24 ,  107 02 23,      7.019,      0.000,      0.000,       -1.295,       -6.585,     -2.057
133             ,  185 53 08 ,   98 56 59,     13.141,      0.000,      0.000,       -1.331,      -12.912,     -2.044
134             ,  183 49 12 ,   94 57 03,     20.977,      0.000,      0.000,       -1.392,      -20.852,     -1.810
135             ,  185 33 00 ,   92 27 40,     19.285,      0.000,      0.000,       -1.863,      -19.177,     -0.828
136             ,  190 09 29 ,   94 20 45,     10.667,      0.000,      0.000,       -1.876,      -10.469,     -0.808
137             ,  202 11 07 ,   98 57 06,      5.117,      0.000,      0.000,       -1.909,       -4.680,     -0.796
138             ,  223 30 30 ,  104 14 26,      2.843,      0.000,      0.000,       -1.897,       -1.998,     -0.699
139             ,  164 50 15 ,  112 47 12,      5.320,      0.000,      0.000,        1.283,       -4.734,     -2.061
140             ,  172 00 43 ,  103 14 15,      8.979,      0.000,      0.000,        1.215,       -8.655,     -2.056
141             ,  174 46 31 ,   98 02 29,     14.677,      0.000,      0.000,        1.323,      -14.473,     -2.053
142             ,  175 53 58 ,   95 14 44,     20.334,      0.000,      0.000,        1.448,      -20.197,     -1.859
143             ,  159 49 06 ,   94 42 25,     21.883,      0.000,      0.000,        7.524,      -20.470,     -1.796
144             ,  153 31 24 ,   96 56 10,     16.285,      0.000,      0.000,        7.207,      -14.470,     -1.967
145             ,  140 42 10 ,   99 47 51,     11.588,      0.000,      0.000,        7.232,       -8.837,     -1.972
146             ,  118 15 33 ,  104 13 40,      8.073,      0.000,      0.000,        6.893,       -3.705,     -1.984
147             ,  103 20 54 ,   97 26 35,     14.508,      0.000,      0.000,       13.997,       -3.321,     -1.879
148             ,  114 31 27 ,   96 11 39,     17.243,      0.000,      0.000,       15.596,       -7.116,     -1.861
149             ,  126 30 35 ,   95 06 22,     20.817,      0.000,      0.000,       16.666,      -12.336,     -1.853
150             ,  136 16 16 ,   94 21 42,     24.140,      0.000,      0.000,       16.639,      -17.394,     -1.836
151             ,  141 34 53 ,   93 43 29,     26.904,      0.000,      0.000,       16.683,      -21.034,     -1.748
152             ,  137 40 07 ,   93 26 08,     28.581,      0.000,      0.000,       19.212,      -21.091,     -1.713
153             ,  128 58 18 ,   93 56 08,     26.221,      0.000,      0.000,       20.338,      -16.453,     -1.800
154             ,  119 24 37 ,   94 19 48,     23.837,      0.000,      0.000,       20.706,      -11.672,     -1.800
155             ,  108 43 09 ,   94 47 23,     21.579,      0.000,      0.000,       20.366,       -6.901,     -1.802
156             ,   96 57 30 ,   93 58 29,     24.853,      0.000,      0.000,       24.610,       -3.004,     -1.723
157             ,  107 26 23 ,   93 37 44,     26.793,      0.000,      0.000,       25.510,       -8.014,     -1.696
158             ,  116 55 37 ,   93 31 42,     27.813,      0.000,      0.000,       24.750,      -12.571,     -1.712
159             ,  126 10 45 ,   93 03 19,     31.101,      0.000,      0.000,       25.068,      -18.333,     -1.658
160             ,  125 54 31 ,   92 50 16,     33.241,      0.000,      0.000,       26.891,      -19.472,     -1.646
161             ,  116 36 18 ,   93 08 15,     30.272,      0.000,      0.000,       27.026,      -13.537,     -1.657
162             ,  105 03 37 ,   93 26 05,     27.788,      0.000,      0.000,       26.785,       -7.207,     -1.665
163             ,   96 10 28 ,   93 29 17,     27.324,      0.000,      0.000,       27.115,       -2.933,     -1.662
164             ,  182 50 20 ,   94 53 47,     25.182,      0.000,      0.000,       -1.243,      -25.059,     -2.149
165             ,  182 25 50 ,   94 00 43,     30.662,      0.000,      0.000,       -1.297,      -30.560,     -2.145
166             ,  182 02 48 ,   93 16 33,     36.528,      0.000,      0.000,       -1.303,      -36.445,     -2.087
167             ,  176 55 33 ,   93 19 30,     36.655,      0.000,      0.000,        1.962,      -36.541,     -2.126
168             ,  170 14 27 ,   93 09 39,     37.071,      0.000,      0.000,        6.274,      -36.479,     -2.044
169             ,  162 52 56 ,   92 54 23,     38.639,      0.000,      0.000,       11.358,      -36.880,     -1.959
170             ,  157 22 27 ,   92 51 48,     38.099,      0.000,      0.000,       14.639,      -35.123,     -1.903
171             ,  147 39 32 ,   93 04 27,     34.370,      0.000,      0.000,       18.360,      -28.997,     -1.843
172             ,  141 08 49 ,   93 25 49,     30.548,      0.000,      0.000,       19.129,      -23.747,     -1.828
173             ,  149 11 59 ,   93 36 00,     30.235,      0.000,      0.000,       15.451,      -25.920,     -1.899
174             ,  158 26 21 ,   93 36 27,     30.927,      0.000,      0.000,       11.343,      -28.706,     -1.946
175             ,  164 11 21 ,   93 10 11,     35.606,      0.000,      0.000,        9.686,      -34.207,     -1.969
176             ,  170 27 41 ,   93 26 36,     34.071,      0.000,      0.000,        5.636,      -33.539,     -2.046
177             ,  178 07 31 ,   93 38 35,     33.846,      0.000,      0.000,        1.105,      -33.759,     -2.151
178             ,  180 11 46 ,   94 48 26,     25.829,      0.000,      0.000,       -0.088,      -25.738,     -2.165
179             ,  175 10 21 ,   94 26 13,     27.269,      0.000,      0.000,        2.288,      -27.091,     -2.110
180             ,  169 27 28 ,   93 56 13,     29.811,      0.000,      0.000,        5.441,      -29.238,     -2.047
181             ,  162 34 44 ,   93 56 06,     28.963,      0.000,      0.000,        8.651,      -27.570,     -1.988
182             ,  156 37 11 ,   93 56 03,     28.367,      0.000,      0.000,       11.231,      -25.977,     -1.946
183             ,  151 55 06 ,   93 31 32,     30.976,      0.000,      0.000,       14.553,      -27.277,     -1.905
184             ,  144 19 40 ,   93 34 36,     29.916,      0.000,      0.000,       17.411,      -24.255,     -1.866
185             ,  154 18 27 ,   94 04 47,     27.159,      0.000,      0.000,       11.745,      -24.412,     -1.932
186             ,  163 42 18 ,   94 31 41,     25.597,      0.000,      0.000,        7.159,      -24.492,     -2.021
187             ,  174 39 12 ,   94 49 42,     25.056,      0.000,      0.000,        2.326,      -24.858,     -2.109
188             ,  181 28 35 ,   94 58 13,     25.416,      0.000,      0.000,       -0.652,      -25.312,     -2.202
189             ,  184 33 40 ,   93 54 51,     23.078,      0.000,      0.000,       -1.831,      -22.951,     -1.575
190             ,  183 46 13 ,   93 02 21,     28.738,      0.000,      0.000,       -1.887,      -28.636,     -1.524
191             ,  183 11 28 ,   92 38 53,     33.256,      0.000,      0.000,       -1.849,      -33.169,     -1.537
192             ,  187 34 11 ,   92 50 42,     17.757,      0.000,      0.000,       -2.336,      -17.581,     -0.881
193             ,  195 34 54 ,   94 06 46,     16.493,      0.000,      0.000,       -4.419,      -15.846,     -1.183
194             ,  202 23 30 ,   95 16 56,     14.210,      0.000,      0.000,       -5.390,      -13.083,     -1.308
195             ,  209 31 27 ,   96 21 34,     13.172,      0.000,      0.000,       -6.451,      -11.391,     -1.459
196             ,  219 13 45 ,   97 30 13,     13.838,      0.000,      0.000,       -8.677,      -10.628,     -1.807
197             ,  224 53 23 ,   97 48 26,     16.619,      0.000,      0.000,      -11.620,      -11.664,     -2.257
198             ,  231 42 14 ,   98 10 30,     20.126,      0.000,      0.000,      -15.635,      -12.346,     -2.862
199             ,  236 42 06 ,   98 32 45,     19.225,      0.000,      0.000,      -15.890,      -10.437,     -2.857
200             ,  244 48 06 ,   99 09 53,     17.899,      0.000,      0.000,      -15.989,       -7.523,     -2.851
201             ,  250 53 11 ,   99 33 09,     17.159,      0.000,      0.000,      -15.989,       -5.541,     -2.848
202             ,  256 00 22 ,   99 47 33,     16.721,      0.000,      0.000,      -15.988,       -3.984,     -2.844
203             ,  261 23 32 ,   99 54 12,     16.316,      0.000,      0.000,      -15.892,       -2.406,     -2.806
204             ,  220 22 06 ,   99 14 19,      7.580,      0.000,      0.000,       -4.846,       -5.701,     -1.217
205             ,  220 22 01 ,   98 08 26,     11.146,      0.000,      0.000,       -7.146,       -8.407,     -1.578
206             ,  220 21 58 ,   97 22 49,     15.344,      0.000,      0.000,       -9.856,      -11.594,     -1.971
207             ,  211 38 59 ,   97 25 43,      9.693,      0.000,      0.000,       -5.043,       -8.182,     -1.253
208             ,  214 20 08 ,   98 40 17,      7.014,      0.000,      0.000,       -3.911,       -5.725,     -1.057
209             ,  201 55 08 ,   96 01 31,      9.461,      0.000,      0.000,       -3.512,       -8.729,     -0.993
210             ,  194 09 08 ,   93 58 39,     16.005,      0.000,      0.000,       -3.904,      -15.482,     -1.110
211             ,  228 50 14 ,   97 50 05,     21.575,      0.000,      0.000,      -16.091,      -14.068,     -2.941
212             ,  222 10 43 ,   97 05 31,     23.973,      0.000,      0.000,      -15.973,      -17.629,     -2.960
213             ,  216 28 04 ,   96 21 51,     27.553,      0.000,      0.000,      -16.276,      -22.022,     -3.054
214             ,  211 05 30 ,   95 40 55,     31.170,      0.000,      0.000,      -16.017,      -26.561,     -3.086
215             ,  206 05 51 ,   94 50 12,     36.575,      0.000,      0.000,      -16.032,      -32.729,     -3.084
216             ,  204 53 18 ,   94 49 37,     35.992,      0.000,      0.000,      -15.094,      -32.534,     -3.029
217             ,  200 43 42 ,   94 27 38,     34.748,      0.000,      0.000,      -12.261,      -32.400,     -2.702
218             ,  196 38 47 ,   94 07 10,     33.749,      0.000,      0.000,       -9.643,      -32.251,     -2.424
219             ,  184 42 30 ,   92 49 43,     34.176,      0.000,      0.000,       -2.802,      -34.020,     -1.687
220             ,  184 42 16 ,   93 12 42,     28.980,      0.000,      0.000,       -2.373,      -28.837,     -1.624
221             ,  202 25 32 ,   94 55 40,     31.207,      0.000,      0.000,      -11.861,      -28.740,     -2.681
222             ,  207 15 11 ,   95 24 36,     31.057,      0.000,      0.000,      -14.158,      -27.486,     -2.928
223             ,  212 55 14 ,   95 59 05,     29.592,      0.000,      0.000,      -15.995,      -24.704,     -3.085
224             ,  216 30 06 ,   96 21 08,     27.535,      0.000,      0.000,      -16.279,      -21.998,     -3.047
225             ,  218 04 24 ,   94 56 06,     27.477,      0.000,      0.000,      -16.882,      -21.551,     -2.364
226             ,  213 10 52 ,   94 28 34,     30.865,      0.000,      0.000,      -16.840,      -25.753,     -2.409
227             ,  209 50 31 ,   94 08 25,     33.880,      0.000,      0.000,      -16.815,      -29.311,     -2.446
228             ,  206 49 52 ,   93 32 23,     37.576,      0.000,      0.000,      -16.928,      -33.467,     -2.320
229             ,  208 19 25 ,   93 25 53,     37.896,      0.000,      0.000,      -17.948,      -33.300,     -2.268
230             ,  209 55 51 ,   93 51 03,     36.021,      0.000,      0.000,      -17.932,      -31.146,     -2.419
231             ,  213 26 41 ,   94 17 09,     32.668,      0.000,      0.000,      -17.954,      -27.182,     -2.441
232             ,  217 03 52 ,   94 35 22,     29.904,      0.000,      0.000,      -17.966,      -23.786,     -2.393
233             ,  223 35 56 ,   95 17 52,     26.157,      0.000,      0.000,      -17.961,      -18.862,     -2.415
234             ,  202 56 11 ,   94 55 20,     31.407,      0.000,      0.000,      -12.195,      -28.817,     -2.695
235             ,  206 16 48 ,   95 23 45,     30.176,      0.000,      0.000,      -13.301,      -26.937,     -2.838
236             ,  208 54 00 ,   95 38 33,     30.026,      0.000,      0.000,      -14.441,      -26.159,     -2.952
