   Point ID     ,  Hz.(º ' "),  V.(º ' "),Slope Dist.(m),Refl.Ht.(m),Inst.Ht.(m),Easting(m),  Northing(m),  Height(m)
60              ,  338 16 28 ,   98 01 42,     11.804,      0.000,      0.000,       -4.327,       10.858,     -1.649
61              ,  324 59 39 ,   97 32 32,     13.815,      0.000,      0.000,       -7.856,       11.218,     -1.813
62              ,  312 50 57 ,   96 57 55,     16.561,      0.000,      0.000,      -12.052,       11.180,     -2.008
63              ,  304 26 43 ,   96 35 07,     19.136,      0.000,      0.000,      -15.676,       10.752,     -2.194
64              ,  299 32 27 ,   95 36 52,     26.580,      0.000,      0.000,      -23.014,       13.042,     -2.600
65              ,  305 57 14 ,   95 03 29,     29.005,      0.000,      0.000,      -23.388,       16.964,     -2.557
66              ,  311 07 45 ,   95 25 35,     24.021,      0.000,      0.000,      -18.012,       15.729,     -2.272
67              ,  318 10 45 ,   95 30 56,     21.805,      0.000,      0.000,      -14.472,       16.174,     -2.096
68              ,  327 31 29 ,   95 17 05,     20.889,      0.000,      0.000,      -11.168,       17.547,     -1.924
69              ,  333 34 47 ,   94 58 13,     21.111,      0.000,      0.000,       -9.358,       18.835,     -1.829
70              ,  336 13 12 ,   94 46 06,     21.370,      0.000,      0.000,       -8.587,       19.488,     -1.776
71              ,  346 55 32 ,   94 30 09,     21.114,      0.000,      0.000,       -4.761,       20.503,     -1.658
72              ,  355 07 18 ,   93 51 45,     21.475,      0.000,      0.000,       -1.822,       21.349,     -1.447
73              ,    0 46 25 ,   93 30 42,     22.043,      0.000,      0.000,        0.297,       22.000,     -1.350
74              ,    8 22 20 ,   92 57 35,     22.924,      0.000,      0.000,        3.333,       22.649,     -1.184
75              ,   12 15 36 ,   92 40 42,     23.573,      0.000,      0.000,        5.000,       23.010,     -1.102
76              ,    8 06 34 ,   92 18 22,     23.488,      0.000,      0.000,        3.311,       23.234,     -0.945
77              ,  359 34 56 ,   91 41 30,     23.315,      0.000,      0.000,       -0.170,       23.305,     -0.688
78              ,  350 09 56 ,   91 01 07,     23.732,      0.000,      0.000,       -4.053,       23.379,     -0.422
79              ,  340 56 28 ,   90 24 01,     23.924,      0.000,      0.000,       -7.812,       22.612,     -0.167
80              ,  335 37 56 ,   90 11 12,     24.411,      0.000,      0.000,      -10.072,       22.236,     -0.080
81              ,  336 57 57 ,   92 14 02,     22.820,      0.000,      0.000,       -8.922,       20.984,     -0.890
82              ,  344 08 51 ,   92 52 11,     22.114,      0.000,      0.000,       -6.033,       21.246,     -1.107
83              ,  350 39 58 ,   92 51 49,     22.084,      0.000,      0.000,       -3.577,       21.764,     -1.103
84              ,  358 35 46 ,   92 50 50,     22.369,      0.000,      0.000,       -0.547,       22.334,     -1.111
85              ,    4 29 36 ,   92 40 54,     22.901,      0.000,      0.000,        1.792,       22.806,     -1.072
86              ,    9 30 24 ,   92 37 55,     23.386,      0.000,      0.000,        3.858,       23.040,     -1.074
87              ,  330 33 54 ,   81 33 04,     33.692,      0.000,      0.000,      -16.378,       29.024,      4.950
88              ,  330 33 50 ,   83 24 42,     30.937,      0.000,      0.000,      -15.103,       26.765,      3.549
89              ,  330 33 50 ,   85 44 25,     28.171,      0.000,      0.000,      -13.807,       24.467,      2.093
